,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position ,Longitude,Latitude,Distance traveled (km),Distance_geopy
0,,2017-03-27 11:32:15,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,
1,,2017-03-27 11:32:47,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
2,,2017-03-27 11:33:19,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
3,,2017-03-27 11:33:51,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
4,,2017-03-27 11:34:23,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
5,,2017-03-27 11:34:55,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
6,,2017-03-27 11:35:27,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
7,,2017-03-27 11:35:59,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
8,,2017-03-27 11:36:31,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
9,,2017-03-27 11:37:02,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
10,,2017-03-27 11:37:34,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
11,,2017-03-27 11:38:06,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约187米,距石板滩中学 约319米",111.64017,29.162264,0.0,0.0
12,,2017-03-27 11:38:37,14.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距鼎城永欣机械制造公司 约195米,距石板滩中学 约297米",111.64007,29.162457,0.0,23.555130062102588
13,,2017-03-27 11:39:11,19.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区G207(锡海线),距石板滩中学 约161米,距鼎城永欣机械制造公司 约208米",111.63859,29.162983,0.0,155.15435227937593
14,,2017-03-27 11:39:43,28.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距石板滩中学 约229米,距鼎城永欣机械制造公司 约337米",111.63600000000001,29.162943,0.0,251.5275252373968
15,,2017-03-27 11:40:15,35.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约319米,距石板滩中学 约420米",111.63548999999999,29.161076,0.0,213.4259272182793
16,,2017-03-27 11:40:47,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约344米,距常德金德山水泥有限公司 约395米",111.63559,29.159754,0.0,147.3202599040491
17,,2017-03-27 11:41:20,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约344米,距常德金德山水泥有限公司 约395米",111.63559,29.159754,0.0,0.0
18,,2017-03-27 11:41:52,0.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距鼎城永欣机械制造公司 约344米,距常德金德山水泥有限公司 约395米",111.63559,29.159754,0.0,0.0
19,,2017-03-27 11:42:24,16.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德金德山水泥有限公司 约339米,距鼎城永欣机械制造公司 约389米",111.63622,29.158407,0.0,161.79115193009525
20,,2017-03-27 11:42:56,12.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德金德山水泥有限公司 约437米,距常德市鼎城区石板滩卫生院-预防接种门诊 约512米",111.63564,29.157309,0.0,134.45637957046898
21,,2017-03-27 11:43:28,18.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距常德市鼎城区石板滩卫生院-预防接种门诊 约537米,距常德金德山水泥有限公司 约544米",111.63532,29.156015000000004,0.0,147.20356192428346
22,,2017-03-27 11:44:00,24.0,0.0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距余家岗 约506米,距常德市鼎城区石板滩卫生院-预防接种门诊 约660米",111.6342,29.155169,0.0,143.79840273966272
