,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance traveled (km),Distance_geopy
0,,2015-05-17 00:00:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,
1,,2015-05-17 00:01:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
2,,2015-05-17 00:02:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
3,,2015-05-17 00:03:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
4,,2015-05-17 00:04:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
5,,2015-05-17 00:05:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
6,,2015-05-17 00:06:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
7,,2015-05-17 00:07:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
8,,2015-05-17 00:08:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
9,,2015-05-17 00:09:00,0,0,"ACC开,3D定位,天线正常","湖北省黄冈市黄州区宝塔大道,距胡家淌 约211米,距水岸公馆-东门 约214米",114.90299999999999,30.429398,0,0.0
