Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,1,1,1,,2017-04-25 00:03:24,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
1,2,2,2,,2017-04-25 00:06:41,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
2,3,3,3,,2017-04-25 00:09:58,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
3,4,4,4,,2017-04-25 00:13:14,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
4,5,5,5,,2017-04-25 00:16:30,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
5,6,6,6,,2017-04-25 00:19:46,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
6,7,7,7,,2017-04-25 00:23:02,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
7,8,8,8,,2017-04-25 00:26:18,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
8,9,9,9,,2017-04-25 00:29:35,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
9,10,10,10,,2017-04-25 00:32:51,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
10,11,11,11,,2017-04-25 00:36:07,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
11,12,12,12,,2017-04-25 00:39:22,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
12,13,13,13,,2017-04-25 00:42:39,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
13,14,14,14,,2017-04-25 00:45:56,0,0,"ACC开,3D定位,天线正常","湖南省永州市冷水滩区,距酒铺里 约269米,距中甲庙村 约381米",111.62179,26.381536,0.0,0
