Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
1,1,1,1,,2017-06-20 00:03:40,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
2,2,2,2,,2017-06-20 00:06:57,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
3,3,3,3,,2017-06-20 00:10:13,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
4,4,4,4,,2017-06-20 00:13:29,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
5,5,5,5,,2017-06-20 00:16:45,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
6,6,6,6,,2017-06-20 00:20:01,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
7,7,7,7,,2017-06-20 00:23:18,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
8,8,8,8,,2017-06-20 00:26:34,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
9,9,9,9,,2017-06-20 00:29:50,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
10,10,10,10,,2017-06-20 00:33:06,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
11,11,11,11,,2017-06-20 00:36:22,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
12,12,12,12,,2017-06-20 00:39:39,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
13,13,13,13,,2017-06-20 00:42:55,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
14,14,14,14,,2017-06-20 00:46:11,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
15,15,15,15,,2017-06-20 00:49:27,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
16,16,16,16,,2017-06-20 00:52:43,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
17,17,17,17,,2017-06-20 00:55:59,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
18,18,18,18,,2017-06-20 00:59:16,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
19,19,19,19,,2017-06-20 01:02:32,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
20,20,20,20,,2017-06-20 01:05:48,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
21,21,21,21,,2017-06-20 01:09:04,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
22,22,22,22,,2017-06-20 01:12:20,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
23,23,23,23,,2017-06-20 01:15:36,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
24,24,24,24,,2017-06-20 01:18:53,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
25,25,25,25,,2017-06-20 01:22:09,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
26,26,26,26,,2017-06-20 01:25:25,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
27,27,27,27,,2017-06-20 01:28:41,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
28,28,28,28,,2017-06-20 01:31:57,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
29,29,29,29,,2017-06-20 01:35:14,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
30,30,30,30,,2017-06-20 01:38:30,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
31,31,31,31,,2017-06-20 01:41:46,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
32,32,32,32,,2017-06-20 01:45:02,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
33,33,33,33,,2017-06-20 01:48:18,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
34,34,34,34,,2017-06-20 01:51:35,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
35,35,35,35,,2017-06-20 01:54:51,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
36,36,36,36,,2017-06-20 01:58:07,0,0,"ACC开,3D定位,天线正常","湖南省常德市鼎城区,距芮家河 约497米,距万嘉物流 约605米",111.65791000000002,28.986225,0.0,0
